"Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Unclassified","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes","Atopostipes suicloacalis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium faecium"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Yaniella","Yaniella halotolerans"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis algeriensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Nosocomiicoccus","Nosocomiicoccus ampullae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus pobuzihii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus ureilyticus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Pseudogracilibacillus","Pseudogracilibacillus auburnensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus salivarius"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus meleagridis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium stationis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis lucentensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus halotolerans"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium saurashtrense"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ornithinibacillus","Ornithinibacillus gellani"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus kunmingensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus","Mammaliicoccus lentus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis nikkonensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus crispatus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis halotolerans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Pseudogracilibacillus","Pseudogracilibacillus marinus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gallinarum"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Romboutsia","Romboutsia ilealis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus johnsonii"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis salina"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus carnicancri"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus obesiensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","Weissella jogaejeotgali"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium avium"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus porci"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium conglomeratum"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Romboutsia","Romboutsia timonensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium squillarum"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus aerolatus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus simulans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Ruoffia","Ruoffia tabacinasalis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus cecorum"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Enteractinococcus","Enteractinococcus fodinae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium epidermidis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium urealyticum"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus alimentarius"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Yaniella","Yaniella soli"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Ruaniaceae","Ruania","Ruania albidiflava"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus cohnii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Pseudogracilibacillus","Pseudogracilibacillus endophyticus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus nepalensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Yaniella","Yaniella flava"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium timonense"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium ammoniagenes"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Lipingzhangella","Lipingzhangella halophila"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus reuteri"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium rhamnosum"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis rhizosphaerae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus alactolyticus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Cerasibacillus","Cerasibacillus terrae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium halotolerans"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Enteractinococcus","Enteractinococcus lamae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium muris"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis kunsanensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Enteractinococcus","Enteractinococcus viverrae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium oceani"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriales_Incertae_sedis","Tomitella","Tomitella biformata"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium anseongense"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus coquinae"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus lactolyticus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus viridans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus nanhaiensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus taiwanensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus sediminis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium casei"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Glycomycetales","Glycomycetaceae","Glycomyces","Glycomyces sediminimaris"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus ndiopensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium paraconglomeratum"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus prevotii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus portuensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Ruoffia","Ruoffia halotolerans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus urinaeequi"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium metallicus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus innesii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus aviarius"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus schoeneichii"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus marasmi"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus farciminis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus balticus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ornithinibacillus","Ornithinibacillus caprae"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus mediterraneensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus agilis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus qingdaonensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lentibacillus","Lentibacillus massiliensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Ammoniphilus","Ammoniphilus oxalivorans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus","Mammaliicoccus sciuri"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus urinaemulieris"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis flavescens"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium kimchii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus salitudinis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus oceani"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium zhongshanense"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saprophyticus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus oris"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus","Mammaliicoccus stepanovicii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus agrestis"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus faecalis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus acidipiscis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium yanjiei"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium xerosis"
"Bacteria","Bacteria_none","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas","Pusillimonas caeni"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis alba"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Pisciglobus","Pisciglobus halotolerans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium amycolatum"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium avium"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Cellulomonadaceae","Actinotalea","Actinotalea ferrariae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Bogoriellaceae","Georgenia","Georgenia muralis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Dietziaceae","Dietzia","Dietzia maris"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium frankenforstense"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina pasteurii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Nosocomiicoccus","Nosocomiicoccus massiliensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus caeli"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Amphibacillus","Amphibacillus iburiensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus paragasseri"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus ingluviei"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium renqingii"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium massiliense"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus canintestini"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis fildesensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus hammesii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus pontis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus salinisoli"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus degeneri"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas dalianensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus halodurans"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium vulturis"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus nemausensis"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus harei"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium nesterenkovii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus namurensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus pantothenticus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium huguangmaarense"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Urinicoccus","Urinicoccus timonensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium senegalense"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Enteractinococcus","Enteractinococcus coprophilus"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas pellis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus marseillensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Dietziaceae","Dietzia","Dietzia aerolata"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium atlanticum"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter catenae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Dietziaceae","Dietzia","Dietzia lutea"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus arlettae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus borealis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis coralli"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium profundi"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Dietziaceae","Dietzia","Dietzia psychralcaliphila"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus vaginalis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium yomogidense"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Gallicola","Gallicola barnesae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Bogoriellaceae","Georgenia","Georgenia satyanarayanai"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura livida"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus suis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus indicireducens"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus suantsaicola"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus coleohominis"
"Bacteria","Bacteria_none","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Aquihabitans","Aquihabitans daechungensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus panis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Dietziaceae","Dietzia","Dietzia kunjamensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alloiococcus","Alloiococcus otitis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus limi"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus columbae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus","Tetragenococcus koreensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus marinus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis xinjiangensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Amphibacillus","Amphibacillus indicireducens"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus salarius"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus marismortui"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Ruaniaceae","Occultella","Occultella kanbiaonis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Bogoriellaceae","Georgenia","Georgenia subflava"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium alkaliterrae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lederbergia","Lederbergia graminis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus saerimneri"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus amylovorus"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus stercorisuis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus huakuii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus","Mammaliicoccus vitulinus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus chironomi"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus russellii"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Dietziaceae","Dietzia","Dietzia papillomatosis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium sacelli"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium ginsengisoli"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Incertae_sedis","Gemmiger","Gemmiger formicilis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus pabuli"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus massiliensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium freneyi"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Ornithinimicrobiaceae","Ornithinimicrobium","Ornithinimicrobium murale"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Tissierellaceae","Anaerosalibacter","Anaerosalibacter bizertensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ornithinibacillus","Ornithinibacillus halophilus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriales_Incertae_sedis","Tomitella","Tomitella gaofuii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ornithinibacillus","Ornithinibacillus salinisoli"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus edaphicus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Aliicoccus","Aliicoccus persicus"
